content,score,at,case_folding,cleaning,tokenization,stopword_removal,stemming,clean_review,sentiment
Bisa memilih film yang di inginkan dan tidak ada iklannya serta gambar dan suara juga jelas semua. Aplikasi yang cocok untuk berlangganan film.,5,2026-06-17 21:48:35,bisa memilih film yang di inginkan dan tidak ada iklannya serta gambar dan suara juga jelas semua. aplikasi yang cocok untuk berlangganan film.,bisa memilih film yang di inginkan dan tidak ada iklannya serta gambar dan suara juga jelas semua aplikasi yang cocok untuk berlangganan film,"['bisa', 'memilih', 'film', 'yang', 'di', 'inginkan', 'dan', 'tidak', 'ada', 'iklannya', 'serta', 'gambar', 'dan', 'suara', 'juga', 'jelas', 'semua', 'aplikasi', 'yang', 'cocok', 'untuk', 'berlangganan', 'film']","['memilih', 'film', 'iklannya', 'gambar', 'suara', 'aplikasi', 'cocok', 'berlangganan', 'film']","['pilih', 'film', 'iklan', 'gambar', 'suara', 'aplikasi', 'cocok', 'langgan', 'film']",pilih film iklan gambar suara aplikasi cocok langgan film,Netral
aplikasi sangat baik untuk orang yang suka nonton film!!!!,5,2026-06-17 21:28:36,aplikasi sangat baik untuk orang yang suka nonton film!!!!,aplikasi sangat baik untuk orang yang suka nonton film,"['aplikasi', 'sangat', 'baik', 'untuk', 'orang', 'yang', 'suka', 'nonton', 'film']","['aplikasi', 'orang', 'suka', 'nonton', 'film']","['aplikasi', 'orang', 'suka', 'nonton', 'film']",aplikasi orang suka nonton film,Netral
film terupdate banyak pilihan tontonan dan juga biaya langganan yang terjangkau,5,2026-06-17 21:11:24,film terupdate banyak pilihan tontonan dan juga biaya langganan yang terjangkau,film terupdate banyak pilihan tontonan dan juga biaya langganan yang terjangkau,"['film', 'terupdate', 'banyak', 'pilihan', 'tontonan', 'dan', 'juga', 'biaya', 'langganan', 'yang', 'terjangkau']","['film', 'terupdate', 'pilihan', 'tontonan', 'biaya', 'langganan', 'terjangkau']","['film', 'terupdate', 'pilih', 'tonton', 'biaya', 'langgan', 'jangkau']",film terupdate pilih tonton biaya langgan jangkau,Netral
bagus,4,2026-06-17 20:35:41,bagus,bagus,['bagus'],['bagus'],['bagus'],bagus,Netral
bagus,5,2026-06-17 18:30:56,bagus,bagus,['bagus'],['bagus'],['bagus'],bagus,Netral
"Netflix is one of the best streaming platforms available today. It offers a wide variety of movies, TV shows, documentaries, and original content for all ages. The video quality is excellent, and the user interface is simple and easy to navigate. I especially enjoy the personalized recommendations, which help me discover new shows and movies. Overall, Netflix provides a great entertainment experience.",5,2026-06-17 18:01:54,"netflix is one of the best streaming platforms available today. it offers a wide variety of movies, tv shows, documentaries, and original content for all ages. the video quality is excellent, and the user interface is simple and easy to navigate. i especially enjoy the personalized recommendations, which help me discover new shows and movies. overall, netflix provides a great entertainment experience.",netflix is one of the best streaming platforms available today it offers a wide variety of movies tv shows documentaries and original content for all ages the video quality is excellent and the user interface is simple and easy to navigate i especially enjoy the personalized recommendations which help me discover new shows and movies overall netflix provides a great entertainment experience,"['netflix', 'is', 'one', 'of', 'the', 'best', 'streaming', 'platforms', 'available', 'today', 'it', 'offers', 'a', 'wide', 'variety', 'of', 'movies', 'tv', 'shows', 'documentaries', 'and', 'original', 'content', 'for', 'all', 'ages', 'the', 'video', 'quality', 'is', 'excellent', 'and', 'the', 'user', 'interface', 'is', 'simple', 'and', 'easy', 'to', 'navigate', 'i', 'especially', 'enjoy', 'the', 'personalized', 'recommendations', 'which', 'help', 'me', 'discover', 'new', 'shows', 'and', 'movies', 'overall', 'netflix', 'provides', 'a', 'great', 'entertainment', 'experience']","['netflix', 'is', 'one', 'of', 'the', 'best', 'streaming', 'platforms', 'available', 'today', 'it', 'offers', 'a', 'wide', 'variety', 'of', 'movies', 'tv', 'shows', 'documentaries', 'and', 'original', 'content', 'for', 'all', 'ages', 'the', 'video', 'quality', 'is', 'excellent', 'and', 'the', 'user', 'interface', 'is', 'simple', 'and', 'easy', 'to', 'navigate', 'i', 'especially', 'enjoy', 'the', 'personalized', 'recommendations', 'which', 'help', 'me', 'discover', 'new', 'shows', 'and', 'movies', 'overall', 'netflix', 'provides', 'a', 'great', 'entertainment', 'experience']","['netflix', 'is', 'one', 'of', 'the', 'best', 'streaming', 'platforms', 'available', 'today', 'it', 'offers', 'a', 'wide', 'variety', 'of', 'movies', 'tv', 'shows', 'documentaries', 'and', 'original', 'content', 'for', 'all', 'ages', 'the', 'video', 'quality', 'is', 'excellent', 'and', 'the', 'user', 'interface', 'is', 'simple', 'and', 'easy', 'to', 'navigate', 'i', 'especially', 'enjoy', 'the', 'personalized', 'recommendations', 'which', 'help', 'me', 'discover', 'new', 'shows', 'and', 'movies', 'overall', 'netflix', 'provides', 'a', 'great', 'entertainment', 'experience']",netflix is one of the best streaming platforms available today it offers a wide variety of movies tv shows documentaries and original content for all ages the video quality is excellent and the user interface is simple and easy to navigate i especially enjoy the personalized recommendations which help me discover new shows and movies overall netflix provides a great entertainment experience,Positif
"Incredible selection of high-quality movies and series. The video playback is smooth, and the personalized recommendations are great."" ⭐⭐⭐⭐⭐",5,2026-06-17 17:51:29,"incredible selection of high-quality movies and series. the video playback is smooth, and the personalized recommendations are great."" ⭐⭐⭐⭐⭐",incredible selection of highquality movies and series the video playback is smooth and the personalized recommendations are great,"['incredible', 'selection', 'of', 'highquality', 'movies', 'and', 'series', 'the', 'video', 'playback', 'is', 'smooth', 'and', 'the', 'personalized', 'recommendations', 'are', 'great']","['incredible', 'selection', 'of', 'highquality', 'movies', 'and', 'series', 'the', 'video', 'playback', 'is', 'smooth', 'and', 'the', 'personalized', 'recommendations', 'are', 'great']","['incredible', 'selection', 'of', 'highquality', 'movies', 'and', 'series', 'the', 'video', 'playback', 'is', 'smooth', 'and', 'the', 'personalized', 'recommendations', 'are', 'great']",incredible selection of highquality movies and series the video playback is smooth and the personalized recommendations are great,Positif
joss filmnya banyakin lagi yg terbaru,5,2026-06-17 17:46:45,joss filmnya banyakin lagi yg terbaru,joss filmnya banyakin lagi yg terbaru,"['joss', 'filmnya', 'banyakin', 'lagi', 'yg', 'terbaru']","['joss', 'filmnya', 'banyakin', 'yg', 'terbaru']","['joss', 'film', 'banyakin', 'yg', 'baru']",joss film banyakin yg baru,Netral
"Netflix itu menurutku seru banget. Film dan series-nya banyak, jadi nggak pernah kehabisan tontonan. Dari yang baru sampai yang lama juga ada, tinggal pilih sesuai mood aja. Aku juga suka karena tampilannya gampang dipakai dan nggak ribet. Sering banget ketemu series atau film yang ternyata bagus padahal awalnya cuma iseng nonton. Pokoknya Netflix mantap.",5,2026-06-17 17:23:57,"netflix itu menurutku seru banget. film dan series-nya banyak, jadi nggak pernah kehabisan tontonan. dari yang baru sampai yang lama juga ada, tinggal pilih sesuai mood aja. aku juga suka karena tampilannya gampang dipakai dan nggak ribet. sering banget ketemu series atau film yang ternyata bagus padahal awalnya cuma iseng nonton. pokoknya netflix mantap.",netflix itu menurutku seru banget film dan seriesnya banyak jadi nggak pernah kehabisan tontonan dari yang baru sampai yang lama juga ada tinggal pilih sesuai mood aja aku juga suka karena tampilannya gampang dipakai dan nggak ribet sering banget ketemu series atau film yang ternyata bagus padahal awalnya cuma iseng nonton pokoknya netflix mantap,"['netflix', 'itu', 'menurutku', 'seru', 'banget', 'film', 'dan', 'seriesnya', 'banyak', 'jadi', 'nggak', 'pernah', 'kehabisan', 'tontonan', 'dari', 'yang', 'baru', 'sampai', 'yang', 'lama', 'juga', 'ada', 'tinggal', 'pilih', 'sesuai', 'mood', 'aja', 'aku', 'juga', 'suka', 'karena', 'tampilannya', 'gampang', 'dipakai', 'dan', 'nggak', 'ribet', 'sering', 'banget', 'ketemu', 'series', 'atau', 'film', 'yang', 'ternyata', 'bagus', 'padahal', 'awalnya', 'cuma', 'iseng', 'nonton', 'pokoknya', 'netflix', 'mantap']","['netflix', 'menurutku', 'seru', 'banget', 'film', 'seriesnya', 'nggak', 'kehabisan', 'tontonan', 'tinggal', 'pilih', 'sesuai', 'mood', 'aja', 'suka', 'tampilannya', 'gampang', 'dipakai', 'nggak', 'ribet', 'banget', 'ketemu', 'series', 'film', 'bagus', 'iseng', 'nonton', 'pokoknya', 'netflix', 'mantap']","['netflix', 'turut', 'seru', 'banget', 'film', 'seriesnya', 'nggak', 'habis', 'tonton', 'tinggal', 'pilih', 'sesuai', 'mood', 'aja', 'suka', 'tampil', 'gampang', 'pakai', 'nggak', 'ribet', 'banget', 'ketemu', 'series', 'film', 'bagus', 'iseng', 'nonton', 'pokok', 'netflix', 'mantap']",netflix turut seru banget film seriesnya nggak habis tonton tinggal pilih sesuai mood aja suka tampil gampang pakai nggak ribet banget ketemu series film bagus iseng nonton pokok netflix mantap,Netral
Ribet banget klo mau mendaftar 🙏🏻,1,2026-06-17 15:14:13,ribet banget klo mau mendaftar 🙏🏻,ribet banget klo mau mendaftar,"['ribet', 'banget', 'klo', 'mau', 'mendaftar']","['ribet', 'banget', 'klo', 'mendaftar']","['ribet', 'banget', 'klo', 'daftar']",ribet banget klo daftar,Netral
tolong di atasi masalah nya saya baru download tpi tidk bisa masuk selalu notif terjadi kesalahan cobalag,1,2026-06-17 14:39:36,tolong di atasi masalah nya saya baru download tpi tidk bisa masuk selalu notif terjadi kesalahan cobalag,tolong di atasi masalah nya saya baru download tpi tidk bisa masuk selalu notif terjadi kesalahan cobalag,"['tolong', 'di', 'atasi', 'masalah', 'nya', 'saya', 'baru', 'download', 'tpi', 'tidk', 'bisa', 'masuk', 'selalu', 'notif', 'terjadi', 'kesalahan', 'cobalag']","['tolong', 'atasi', 'nya', 'download', 'tpi', 'tidk', 'masuk', 'notif', 'kesalahan', 'cobalag']","['tolong', 'atas', 'nya', 'download', 'tpi', 'tidk', 'masuk', 'notif', 'salah', 'cobalag']",tolong atas nya download tpi tidk masuk notif salah cobalag,Netral
"⭐⭐⭐⭐⭐ (5/5) Netflix merupakan salah satu aplikasi streaming hiburan terbaik dengan koleksi film, serial, dokumenter, dan acara dari berbagai negara yang sangat beragam. Antarmuka aplikasinya sederhana, modern, dan mudah digunakan, sehingga memudahkan pengguna menemukan tontonan sesuai minat mereka. Salah satu keunggulan Netflix adalah kualitas kontennya yang tinggi, termasuk banyak serial dan film original eksklusif yang mendapatkan pengakuan internasional. Fitur rekomendasi berdasarkan riwayat",5,2026-06-17 14:15:17,"⭐⭐⭐⭐⭐ (5/5) netflix merupakan salah satu aplikasi streaming hiburan terbaik dengan koleksi film, serial, dokumenter, dan acara dari berbagai negara yang sangat beragam. antarmuka aplikasinya sederhana, modern, dan mudah digunakan, sehingga memudahkan pengguna menemukan tontonan sesuai minat mereka. salah satu keunggulan netflix adalah kualitas kontennya yang tinggi, termasuk banyak serial dan film original eksklusif yang mendapatkan pengakuan internasional. fitur rekomendasi berdasarkan riwayat",netflix merupakan salah satu aplikasi streaming hiburan terbaik dengan koleksi film serial dokumenter dan acara dari berbagai negara yang sangat beragam antarmuka aplikasinya sederhana modern dan mudah digunakan sehingga memudahkan pengguna menemukan tontonan sesuai minat mereka salah satu keunggulan netflix adalah kualitas kontennya yang tinggi termasuk banyak serial dan film original eksklusif yang mendapatkan pengakuan internasional fitur rekomendasi berdasarkan riwayat,"['netflix', 'merupakan', 'salah', 'satu', 'aplikasi', 'streaming', 'hiburan', 'terbaik', 'dengan', 'koleksi', 'film', 'serial', 'dokumenter', 'dan', 'acara', 'dari', 'berbagai', 'negara', 'yang', 'sangat', 'beragam', 'antarmuka', 'aplikasinya', 'sederhana', 'modern', 'dan', 'mudah', 'digunakan', 'sehingga', 'memudahkan', 'pengguna', 'menemukan', 'tontonan', 'sesuai', 'minat', 'mereka', 'salah', 'satu', 'keunggulan', 'netflix', 'adalah', 'kualitas', 'kontennya', 'yang', 'tinggi', 'termasuk', 'banyak', 'serial', 'dan', 'film', 'original', 'eksklusif', 'yang', 'mendapatkan', 'pengakuan', 'internasional', 'fitur', 'rekomendasi', 'berdasarkan', 'riwayat']","['netflix', 'salah', 'aplikasi', 'streaming', 'hiburan', 'terbaik', 'koleksi', 'film', 'serial', 'dokumenter', 'acara', 'negara', 'beragam', 'antarmuka', 'aplikasinya', 'sederhana', 'modern', 'mudah', 'memudahkan', 'pengguna', 'menemukan', 'tontonan', 'sesuai', 'minat', 'salah', 'keunggulan', 'netflix', 'kualitas', 'kontennya', 'serial', 'film', 'original', 'eksklusif', 'pengakuan', 'internasional', 'fitur', 'rekomendasi', 'berdasarkan', 'riwayat']","['netflix', 'salah', 'aplikasi', 'streaming', 'hibur', 'baik', 'koleksi', 'film', 'serial', 'dokumenter', 'acara', 'negara', 'agam', 'antarmuka', 'aplikasi', 'sederhana', 'modern', 'mudah', 'mudah', 'guna', 'temu', 'tonton', 'sesuai', 'minat', 'salah', 'unggul', 'netflix', 'kualitas', 'konten', 'serial', 'film', 'original', 'eksklusif', 'aku', 'internasional', 'fitur', 'rekomendasi', 'dasar', 'riwayat']",netflix salah aplikasi streaming hibur baik koleksi film serial dokumenter acara negara agam antarmuka aplikasi sederhana modern mudah mudah guna temu tonton sesuai minat salah unggul netflix kualitas konten serial film original eksklusif aku internasional fitur rekomendasi dasar riwayat,Positif
"tolong donk min , di netflik tambahin film umar bin khatab dan nabi yusuf , ceritanya sangat bagus dan menginspirasi banget terimaksih semoga tetap sukses slalu",5,2026-06-17 13:59:02,"tolong donk min , di netflik tambahin film umar bin khatab dan nabi yusuf , ceritanya sangat bagus dan menginspirasi banget terimaksih semoga tetap sukses slalu",tolong donk min di netflik tambahin film umar bin khatab dan nabi yusuf ceritanya sangat bagus dan menginspirasi banget terimaksih semoga tetap sukses slalu,"['tolong', 'donk', 'min', 'di', 'netflik', 'tambahin', 'film', 'umar', 'bin', 'khatab', 'dan', 'nabi', 'yusuf', 'ceritanya', 'sangat', 'bagus', 'dan', 'menginspirasi', 'banget', 'terimaksih', 'semoga', 'tetap', 'sukses', 'slalu']","['tolong', 'donk', 'min', 'netflik', 'tambahin', 'film', 'umar', 'bin', 'khatab', 'nabi', 'yusuf', 'ceritanya', 'bagus', 'menginspirasi', 'banget', 'terimaksih', 'semoga', 'sukses', 'slalu']","['tolong', 'donk', 'min', 'netflik', 'tambahin', 'film', 'umar', 'bin', 'khatab', 'nabi', 'yusuf', 'cerita', 'bagus', 'inspirasi', 'banget', 'terimaksih', 'moga', 'sukses', 'slalu']",tolong donk min netflik tambahin film umar bin khatab nabi yusuf cerita bagus inspirasi banget terimaksih moga sukses slalu,Netral
i love so much this apps so fun to have this app,5,2026-06-17 13:35:33,i love so much this apps so fun to have this app,i love so much this apps so fun to have this app,"['i', 'love', 'so', 'much', 'this', 'apps', 'so', 'fun', 'to', 'have', 'this', 'app']","['i', 'love', 'so', 'much', 'this', 'apps', 'so', 'fun', 'to', 'have', 'this', 'app']","['i', 'love', 'so', 'much', 'this', 'apps', 'so', 'fun', 'to', 'have', 'this', 'app']",i love so much this apps so fun to have this app,Positif
pas mau login tiba tiba ga bisa masuk mau nonton aja susah,1,2026-06-17 13:23:46,pas mau login tiba tiba ga bisa masuk mau nonton aja susah,pas mau login tiba tiba ga bisa masuk mau nonton aja susah,"['pas', 'mau', 'login', 'tiba', 'tiba', 'ga', 'bisa', 'masuk', 'mau', 'nonton', 'aja', 'susah']","['pas', 'login', 'ga', 'masuk', 'nonton', 'aja', 'susah']","['pas', 'login', 'ga', 'masuk', 'nonton', 'aja', 'susah']",pas login ga masuk nonton aja susah,Netral
banyak eror nya,1,2026-06-17 13:13:29,banyak eror nya,banyak eror nya,"['banyak', 'eror', 'nya']","['eror', 'nya']","['eror', 'nya']",eror nya,Netral
"Netflix nya bagus bangett rekomennd untuk nonton lengkap se Indonesia, cari apa aja di sini adaa pokoknya the best wajibb download ya teman teman!!!",5,2026-06-17 12:21:50,"netflix nya bagus bangett rekomennd untuk nonton lengkap se indonesia, cari apa aja di sini adaa pokoknya the best wajibb download ya teman teman!!!",netflix nya bagus bangett rekomennd untuk nonton lengkap se indonesia cari apa aja di sini adaa pokoknya the best wajibb download ya teman teman,"['netflix', 'nya', 'bagus', 'bangett', 'rekomennd', 'untuk', 'nonton', 'lengkap', 'se', 'indonesia', 'cari', 'apa', 'aja', 'di', 'sini', 'adaa', 'pokoknya', 'the', 'best', 'wajibb', 'download', 'ya', 'teman', 'teman']","['netflix', 'nya', 'bagus', 'bangett', 'rekomennd', 'nonton', 'lengkap', 'indonesia', 'cari', 'aja', 'adaa', 'pokoknya', 'the', 'best', 'wajibb', 'download', 'ya', 'teman', 'teman']","['netflix', 'nya', 'bagus', 'bangett', 'rekomennd', 'nonton', 'lengkap', 'indonesia', 'cari', 'aja', 'adaa', 'pokok', 'the', 'best', 'wajibb', 'download', 'ya', 'teman', 'teman']",netflix nya bagus bangett rekomennd nonton lengkap indonesia cari aja adaa pokok the best wajibb download ya teman teman,Positif
"seru bangett,macam macam film ada wkwk, enak bet gc cobain",5,2026-06-17 12:06:23,"seru bangett,macam macam film ada wkwk, enak bet gc cobain",seru bangettmacam macam film ada wkwk enak bet gc cobain,"['seru', 'bangettmacam', 'macam', 'film', 'ada', 'wkwk', 'enak', 'bet', 'gc', 'cobain']","['seru', 'bangettmacam', 'film', 'wkwk', 'enak', 'bet', 'gc', 'cobain']","['seru', 'bangettmacam', 'film', 'wkwk', 'enak', 'bet', 'gc', 'cobain']",seru bangettmacam film wkwk enak bet gc cobain,Netral
good,5,2026-06-17 10:56:34,good,good,['good'],['good'],['good'],good,Positif
"Netflix offers a huge collection of movies and series with excellent streaming quality. The recommendations are usually spot on, making it easy to find something enjoyable to watch.",5,2026-06-17 09:59:13,"netflix offers a huge collection of movies and series with excellent streaming quality. the recommendations are usually spot on, making it easy to find something enjoyable to watch.",netflix offers a huge collection of movies and series with excellent streaming quality the recommendations are usually spot on making it easy to find something enjoyable to watch,"['netflix', 'offers', 'a', 'huge', 'collection', 'of', 'movies', 'and', 'series', 'with', 'excellent', 'streaming', 'quality', 'the', 'recommendations', 'are', 'usually', 'spot', 'on', 'making', 'it', 'easy', 'to', 'find', 'something', 'enjoyable', 'to', 'watch']","['netflix', 'offers', 'a', 'huge', 'collection', 'of', 'movies', 'and', 'series', 'with', 'excellent', 'streaming', 'quality', 'the', 'recommendations', 'are', 'usually', 'spot', 'on', 'making', 'it', 'easy', 'to', 'find', 'something', 'enjoyable', 'to', 'watch']","['netflix', 'offers', 'a', 'huge', 'collection', 'of', 'movies', 'and', 'series', 'with', 'excellent', 'streaming', 'quality', 'the', 'recommendations', 'are', 'usually', 'spot', 'on', 'making', 'it', 'easy', 'to', 'find', 'something', 'enjoyable', 'to', 'watch']",netflix offers a huge collection of movies and series with excellent streaming quality the recommendations are usually spot on making it easy to find something enjoyable to watch,Positif
